State Name,District Name,Disability,Age Group,Male,Female,Other,Total
Andhra Pradesh,Prakasam,Blindness,'15-35',824,486,,1310
Andhra Pradesh,Prakasam,Hemophilia,'35-60',,,,
Andhra Pradesh,Prakasam,Hemophilia,'6-15',,,,
Andhra Pradesh,Prakasam,Hemophilia,'60-80',,,,
Andhra Pradesh,Prakasam,Intellectual Disability,'0-6',25,17,,42
Andhra Pradesh,Prakasam,Intellectual Disability,'15-35',2047,1523,,3570
Andhra Pradesh,Prakasam,Intellectual Disability,'35-60',954,842,,1796
Andhra Pradesh,Prakasam,Intellectual Disability,'6-15',590,420,,1010
Andhra Pradesh,Prakasam,Intellectual Disability,'60-80',75,39,,114
Andhra Pradesh,Prakasam,Intellectual Disability,'80+',4,1,,5
Andhra Pradesh,Prakasam,Locomotor Disability,'0-6',43,23,,66
Andhra Pradesh,Prakasam,Locomotor Disability,'15-35',3917,2365,,6282
Andhra Pradesh,Prakasam,Locomotor Disability,'35-60',13688,5906,,19594
Andhra Pradesh,Prakasam,Locomotor Disability,'6-15',793,499,,1292
Andhra Pradesh,Prakasam,Locomotor Disability,'60-80',5386,2149,,7535
Andhra Pradesh,Prakasam,Locomotor Disability,'80+',462,186,,648
Andhra Pradesh,Prakasam,Hemophilia,'15-35',1,,,1
Andhra Pradesh,Prakasam,Hearing Impairment,'80+',116,55,,171
Andhra Pradesh,Prakasam,Blindness,'35-60',2263,1018,,3281
Andhra Pradesh,Prakasam,Blindness,'6-15',115,97,,212
Andhra Pradesh,Prakasam,Blindness,'60-80',1234,552,,1786
Andhra Pradesh,Prakasam,Blindness,'80+',148,74,,222
Andhra Pradesh,Prakasam,Cerebral Palsy,'0-6',,,,
Andhra Pradesh,Prakasam,Cerebral Palsy,'15-35',8,1,,9
Andhra Pradesh,Prakasam,Cerebral Palsy,'35-60',3,1,,4
Andhra Pradesh,Prakasam,Cerebral Palsy,'6-15',2,,,2
Andhra Pradesh,Prakasam,Chronic Neurological Conditions,'35-60',1,,,1
Andhra Pradesh,Prakasam,Dwarfism,'15-35',,,,
Andhra Pradesh,Prakasam,Hearing Impairment,'0-6',3,10,,13
Andhra Pradesh,Prakasam,Hearing Impairment,'15-35',1335,1046,,2381
Andhra Pradesh,Prakasam,Hearing Impairment,'35-60',2098,1508,,3606
Andhra Pradesh,Prakasam,Hearing Impairment,'6-15',310,233,,543
Andhra Pradesh,Prakasam,Hearing Impairment,'60-80',922,429,,1351
Andhra Pradesh,Prakasam,Low Vision,'15-35',147,96,,243
Andhra Pradesh,Prakasam,Low Vision,'35-60',320,223,,543
Andhra Pradesh,Prakasam,Low Vision,'6-15',11,12,,23
Andhra Pradesh,Prakasam,Sickle Cell Disease,'35-60',1,,,1
Andhra Pradesh,Prakasam,Specific Learning Disabilities,'15-35',,,,
Andhra Pradesh,Prakasam,Specific Learning Disabilities,'35-60',,,,
Andhra Pradesh,Prakasam,Speech and Language Disability,'15-35',1,1,,2
Andhra Pradesh,Prakasam,Speech and Language Disability,'35-60',1,,,1
Andhra Pradesh,Prakasam,Thalassemia,'15-35',,,,
Andhra Pradesh,Prakasam,Thalassemia,'6-15',,,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,Acid Attack Victim,'15-35',1,,,1
Andhra Pradesh,Sri Potti Sriramulu Nellore,Autism Spectrum Disorder,'0-6',,,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,Autism Spectrum Disorder,'15-35',2,,,2
Andhra Pradesh,Sri Potti Sriramulu Nellore,Autism Spectrum Disorder,'6-15',,,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,Blindness,'0-6',3,5,,8
Andhra Pradesh,Sri Potti Sriramulu Nellore,Blindness,'15-35',391,273,,664
Andhra Pradesh,Sri Potti Sriramulu Nellore,Blindness,'35-60',1044,671,,1715
Andhra Pradesh,Sri Potti Sriramulu Nellore,Blindness,'6-15',54,43,,97
Andhra Pradesh,Prakasam,Parkinson's Disease,'60-80',,,,
Andhra Pradesh,Prakasam,Muscular Dystrophy,'35-60',1,,,1
Andhra Pradesh,Prakasam,Low Vision,'60-80',225,101,,326
Andhra Pradesh,Prakasam,Low Vision,'80+',27,18,,45
Andhra Pradesh,Prakasam,Mental Illness,'0-6',,,,
Andhra Pradesh,Prakasam,Mental Illness,'15-35',203,130,,333
Andhra Pradesh,Prakasam,Mental Illness,'35-60',680,388,,1068
Andhra Pradesh,Prakasam,Mental Illness,'6-15',11,8,,19
Andhra Pradesh,Prakasam,Mental Illness,'60-80',98,59,,157
Andhra Pradesh,Prakasam,Mental Illness,'80+',4,1,,5
Andhra Pradesh,Prakasam,Multiple Disabilities,'0-6',,,,
Andhra Pradesh,Prakasam,Multiple Disabilities,'15-35',41,24,,65
Andhra Pradesh,Prakasam,Multiple Disabilities,'35-60',32,18,,50
Andhra Pradesh,Prakasam,Multiple Disabilities,'6-15',4,2,,6
Andhra Pradesh,Prakasam,Multiple Disabilities,'60-80',9,5,,14
Andhra Pradesh,Prakasam,Multiple Disabilities,'80+',1,1,,2
Andhra Pradesh,Prakasam,Muscular Dystrophy,'15-35',2,1,,3
Andhra Pradesh,Sri Potti Sriramulu Nellore,Blindness,'60-80',624,366,,990
Andhra Pradesh,Palnadu,Low Vision,'35-60',1,,,1
Andhra Pradesh,Palnadu,Speech and Language Disability,'15-35',,,,
Andhra Pradesh,Palnadu,Speech and Language Disability,'35-60',,,,
Andhra Pradesh,Palnadu,Speech and Language Disability,'6-15',,1,,1
Andhra Pradesh,Palnadu,Thalassemia,'15-35',,,,
Andhra Pradesh,Palnadu,Thalassemia,'6-15',,,,
Andhra Pradesh,Parvathipuram Manyam,Autism Spectrum Disorder,'15-35',,,,
Andhra Pradesh,Parvathipuram Manyam,Blindness,'0-6',,,,
Andhra Pradesh,Parvathipuram Manyam,Blindness,'15-35',,,,
Andhra Pradesh,Parvathipuram Manyam,Blindness,'35-60',,,,
Andhra Pradesh,Parvathipuram Manyam,Blindness,'6-15',,,,
Andhra Pradesh,Parvathipuram Manyam,Blindness,'60-80',,,,
Andhra Pradesh,Parvathipuram Manyam,Cerebral Palsy,'0-6',,,,
Andhra Pradesh,Parvathipuram Manyam,Cerebral Palsy,'15-35',,,,
Andhra Pradesh,Parvathipuram Manyam,Cerebral Palsy,'35-60',,,,
Andhra Pradesh,Parvathipuram Manyam,Cerebral Palsy,'6-15',,,,
Andhra Pradesh,Palnadu,Specific Learning Disabilities,'15-35',,,,
Andhra Pradesh,Palnadu,Sickle Cell Disease,'35-60',,,,
Andhra Pradesh,Palnadu,Low Vision,'60-80',,,,
Andhra Pradesh,Palnadu,Mental Illness,'15-35',7,8,,15
Andhra Pradesh,Palnadu,Mental Illness,'35-60',3,,,3
Andhra Pradesh,Palnadu,Mental Illness,'6-15',4,3,,7
Andhra Pradesh,Palnadu,Mental Illness,'60-80',,,,
Andhra Pradesh,Palnadu,Multiple Disabilities,'0-6',,,,
Andhra Pradesh,Palnadu,Multiple Disabilities,'15-35',11,2,,13
Andhra Pradesh,Palnadu,Multiple Disabilities,'35-60',6,1,,7
Andhra Pradesh,Palnadu,Multiple Disabilities,'6-15',10,3,,13
Andhra Pradesh,Palnadu,Multiple Disabilities,'60-80',,,,
Andhra Pradesh,Palnadu,Multiple Disabilities,'80+',,,,
Andhra Pradesh,Palnadu,Muscular Dystrophy,'15-35',,,,
Andhra Pradesh,Palnadu,Muscular Dystrophy,'35-60',1,,,1
Andhra Pradesh,Palnadu,Muscular Dystrophy,'6-15',1,,,1
Andhra Pradesh,Palnadu,Parkinson's Disease,'35-60',,,,
Andhra Pradesh,Parvathipuram Manyam,Chronic Neurological Conditions,'35-60',,,,
Andhra Pradesh,Parvathipuram Manyam,Dwarfism,'15-35',,,,
Andhra Pradesh,Parvathipuram Manyam,Hearing Impairment,'15-35',,,,
Andhra Pradesh,Parvathipuram Manyam,Low Vision,'6-15',,,,
Andhra Pradesh,Parvathipuram Manyam,Low Vision,'60-80',,,,
Andhra Pradesh,Parvathipuram Manyam,Mental Illness,'15-35',,,,
Andhra Pradesh,Parvathipuram Manyam,Mental Illness,'35-60',1,,,1
Andhra Pradesh,Parvathipuram Manyam,Mental Illness,'6-15',,,,
Andhra Pradesh,Parvathipuram Manyam,Multiple Disabilities,'0-6',,,,
Andhra Pradesh,Parvathipuram Manyam,Multiple Disabilities,'15-35',,,,
Andhra Pradesh,Parvathipuram Manyam,Multiple Disabilities,'35-60',,,,
Andhra Pradesh,Parvathipuram Manyam,Multiple Disabilities,'6-15',,,,
Andhra Pradesh,Parvathipuram Manyam,Multiple Disabilities,'60-80',,,,
Andhra Pradesh,Parvathipuram Manyam,Muscular Dystrophy,'6-15',,,,
Andhra Pradesh,Parvathipuram Manyam,Speech and Language Disability,'15-35',,,,
Andhra Pradesh,Prakasam,Acid Attack Victim,'15-35',,,,
Andhra Pradesh,Prakasam,Autism Spectrum Disorder,'15-35',,,,
Andhra Pradesh,Prakasam,Autism Spectrum Disorder,'6-15',,,,
Andhra Pradesh,Parvathipuram Manyam,Low Vision,'35-60',,,,
Andhra Pradesh,Parvathipuram Manyam,Low Vision,'15-35',,,,
Andhra Pradesh,Parvathipuram Manyam,Hearing Impairment,'35-60',,,,
Andhra Pradesh,Parvathipuram Manyam,Hearing Impairment,'6-15',,,,
Andhra Pradesh,Parvathipuram Manyam,Hearing Impairment,'60-80',,,,
Andhra Pradesh,Parvathipuram Manyam,Hearing Impairment,'80+',,,,
Andhra Pradesh,Parvathipuram Manyam,Intellectual Disability,'0-6',,,,
Andhra Pradesh,Parvathipuram Manyam,Intellectual Disability,'15-35',,,,
Andhra Pradesh,Parvathipuram Manyam,Intellectual Disability,'35-60',,,,
Andhra Pradesh,Parvathipuram Manyam,Intellectual Disability,'6-15',,,,
Andhra Pradesh,Parvathipuram Manyam,Locomotor Disability,'0-6',,,,
Andhra Pradesh,Parvathipuram Manyam,Locomotor Disability,'15-35',1,,,1
Andhra Pradesh,Parvathipuram Manyam,Locomotor Disability,'35-60',2,,,2
Andhra Pradesh,Parvathipuram Manyam,Locomotor Disability,'6-15',,,,
Andhra Pradesh,Parvathipuram Manyam,Locomotor Disability,'60-80',,,,
Andhra Pradesh,Parvathipuram Manyam,Locomotor Disability,'80+',,,,
Andhra Pradesh,Parvathipuram Manyam,Low Vision,'0-6',,,,
Andhra Pradesh,Prakasam,Blindness,'0-6',7,5,,12
Andhra Pradesh,Guntur,Mental Illness,'60-80',159,80,,239
Andhra Pradesh,Guntur,Thalassemia,'6-15',,,,
Andhra Pradesh,Kakinada,Acid Attack Victim,'35-60',,,,
Andhra Pradesh,Kakinada,Autism Spectrum Disorder,'15-35',,,,
Andhra Pradesh,Kakinada,Blindness,'15-35',5,1,,6
Andhra Pradesh,Kakinada,Blindness,'35-60',5,2,,7
Andhra Pradesh,Kakinada,Blindness,'6-15',,,,
Andhra Pradesh,Kakinada,Blindness,'60-80',,,,
Andhra Pradesh,Kakinada,Cerebral Palsy,'0-6',1,,,1
Andhra Pradesh,Kakinada,Cerebral Palsy,'15-35',1,,,1
Andhra Pradesh,Kakinada,Cerebral Palsy,'35-60',,,,
Andhra Pradesh,Kakinada,Cerebral Palsy,'6-15',,,,
Andhra Pradesh,Kakinada,Cerebral Palsy,'60-80',,,,
Andhra Pradesh,Kakinada,Chronic Neurological Conditions,'35-60',,,,
Andhra Pradesh,Kakinada,Dwarfism,'15-35',1,,,1
Andhra Pradesh,Kakinada,Dwarfism,'35-60',,,,
Andhra Pradesh,Guntur,Thalassemia,'0-6',,,,
Andhra Pradesh,Guntur,Speech and Language Disability,'15-35',,,,
Andhra Pradesh,Guntur,Mental Illness,'80+',13,3,,16
Andhra Pradesh,Guntur,Multiple Disabilities,'0-6',,,,
Andhra Pradesh,Guntur,Multiple Disabilities,'15-35',48,25,,73
Andhra Pradesh,Guntur,Multiple Disabilities,'35-60',64,31,,95
Andhra Pradesh,Guntur,Multiple Disabilities,'6-15',6,4,,10
Andhra Pradesh,Guntur,Multiple Disabilities,'60-80',13,2,,15
Andhra Pradesh,Guntur,Multiple Disabilities,'80+',,1,,1
Andhra Pradesh,Guntur,Multiple Sclerosis,'35-60',,1,,1
Andhra Pradesh,Guntur,Multiple Sclerosis,'6-15',1,,,1
Andhra Pradesh,Guntur,Muscular Dystrophy,'15-35',3,1,,4
Andhra Pradesh,Guntur,Muscular Dystrophy,'35-60',,,,
Andhra Pradesh,Guntur,Muscular Dystrophy,'60-80',,,,
Andhra Pradesh,Guntur,Parkinson's Disease,'15-35',,,,
Andhra Pradesh,Guntur,Sickle Cell Disease,'15-35',,,,
Andhra Pradesh,Guntur,Sickle Cell Disease,'6-15',,,,
Andhra Pradesh,Kakinada,Dwarfism,'60-80',,,,
Andhra Pradesh,Kakinada,Hearing Impairment,'0-6',,,,
Andhra Pradesh,Kakinada,Hearing Impairment,'15-35',4,,,4
Andhra Pradesh,Kakinada,Low Vision,'15-35',2,1,,3
Andhra Pradesh,Kakinada,Low Vision,'35-60',,1,,1
Andhra Pradesh,Kakinada,Low Vision,'6-15',,,,
Andhra Pradesh,Kakinada,Low Vision,'60-80',,,,
Andhra Pradesh,Kakinada,Low Vision,'80+',,,,
Andhra Pradesh,Kakinada,Mental Illness,'0-6',,,,
Andhra Pradesh,Kakinada,Mental Illness,'15-35',,1,,1
Andhra Pradesh,Kakinada,Mental Illness,'35-60',5,,,5
Andhra Pradesh,Kakinada,Mental Illness,'6-15',,,,
Andhra Pradesh,Kakinada,Mental Illness,'60-80',1,,,1
Andhra Pradesh,Kakinada,Mental Illness,'80+',,,,
Andhra Pradesh,Kakinada,Multiple Disabilities,'0-6',,,,
Andhra Pradesh,Kakinada,Multiple Disabilities,'15-35',2,,,2
Andhra Pradesh,Kakinada,Multiple Disabilities,'35-60',1,,,1
Andhra Pradesh,Kakinada,Multiple Disabilities,'6-15',1,,,1
Andhra Pradesh,Kakinada,Locomotor Disability,'80+',,,,
Andhra Pradesh,Kakinada,Locomotor Disability,'60-80',,,,
Andhra Pradesh,Kakinada,Hearing Impairment,'35-60',5,1,,6
Andhra Pradesh,Kakinada,Hearing Impairment,'6-15',,4,,4
Andhra Pradesh,Kakinada,Hearing Impairment,'60-80',,,,
Andhra Pradesh,Kakinada,Hearing Impairment,'80+',,,,
Andhra Pradesh,Kakinada,Hemophilia,'15-35',,,,
Andhra Pradesh,Kakinada,Intellectual Disability,'0-6',,,,
Andhra Pradesh,Kakinada,Intellectual Disability,'15-35',1,1,,2
Andhra Pradesh,Kakinada,Intellectual Disability,'35-60',,,,
Andhra Pradesh,Kakinada,Intellectual Disability,'6-15',1,,,1
Andhra Pradesh,Kakinada,Leprosy cured,'35-60',,,,
Andhra Pradesh,Kakinada,Leprosy cured,'60-80',,,,
Andhra Pradesh,Kakinada,Locomotor Disability,'0-6',1,,,1
Andhra Pradesh,Kakinada,Locomotor Disability,'15-35',6,,,6
Andhra Pradesh,Kakinada,Locomotor Disability,'35-60',8,,,8
Andhra Pradesh,Kakinada,Locomotor Disability,'6-15',,,,
Andhra Pradesh,Kakinada,Multiple Disabilities,'60-80',,,,
Andhra Pradesh,Eluru,Multiple Disabilities,'15-35',2,2,,4
Andhra Pradesh,Guntur,Autism Spectrum Disorder,'6-15',,,,
Andhra Pradesh,Guntur,Blindness,'0-6',8,3,,11
Andhra Pradesh,Guntur,Blindness,'15-35',1042,655,,1697
Andhra Pradesh,Guntur,Blindness,'35-60',3024,1456,,4480
Andhra Pradesh,Guntur,Blindness,'6-15',157,98,,255
Andhra Pradesh,Guntur,Blindness,'60-80',1462,675,,2137
Andhra Pradesh,Guntur,Blindness,'80+',165,88,,253
Andhra Pradesh,Guntur,Cerebral Palsy,'0-6',,,,
Andhra Pradesh,Guntur,Cerebral Palsy,'15-35',13,5,,18
Andhra Pradesh,Guntur,Cerebral Palsy,'35-60',6,2,,8
Andhra Pradesh,Guntur,Cerebral Palsy,'6-15',5,6,,11
Andhra Pradesh,Guntur,Cerebral Palsy,'60-80',3,,,3
Andhra Pradesh,Guntur,Chronic Neurological Conditions,'15-35',,,,
Andhra Pradesh,Guntur,Chronic Neurological Conditions,'35-60',1,,,1
Andhra Pradesh,Guntur,Chronic Neurological Conditions,'60-80',,,,
Andhra Pradesh,Guntur,Autism Spectrum Disorder,'35-60',,,,
Andhra Pradesh,Guntur,Autism Spectrum Disorder,'15-35',1,,,1
Andhra Pradesh,Eluru,Multiple Disabilities,'35-60',2,,,2
Andhra Pradesh,Eluru,Multiple Disabilities,'6-15',6,4,,10
Andhra Pradesh,Eluru,Multiple Sclerosis,'15-35',,,,
Andhra Pradesh,Eluru,Multiple Sclerosis,'6-15',,,,
Andhra Pradesh,Eluru,Muscular Dystrophy,'15-35',,,,
Andhra Pradesh,Eluru,Muscular Dystrophy,'35-60',,,,
Andhra Pradesh,Eluru,Muscular Dystrophy,'6-15',,,,
Andhra Pradesh,Eluru,Muscular Dystrophy,'60-80',,,,
Andhra Pradesh,Eluru,Specific Learning Disabilities,'15-35',,,,
Andhra Pradesh,Eluru,Specific Learning Disabilities,'6-15',,,,
Andhra Pradesh,Eluru,Speech and Language Disability,'15-35',,,,
Andhra Pradesh,Eluru,Speech and Language Disability,'35-60',1,,,1
Andhra Pradesh,Eluru,Thalassemia,'15-35',,,,
Andhra Pradesh,Eluru,Thalassemia,'6-15',,,,
Andhra Pradesh,Guntur,Acid Attack Victim,'35-60',,,,
Andhra Pradesh,Guntur,Dwarfism,'15-35',,,,
Andhra Pradesh,Guntur,Dwarfism,'35-60',,1,,1
Andhra Pradesh,Guntur,Hearing Impairment,'0-6',12,8,,20
Andhra Pradesh,Guntur,Leprosy cured,'35-60',2,,,2
Andhra Pradesh,Guntur,Locomotor Disability,'0-6',44,34,,78
Andhra Pradesh,Guntur,Locomotor Disability,'15-35',5575,3421,,8996
Andhra Pradesh,Guntur,Locomotor Disability,'35-60',24140,10528,,34668
Andhra Pradesh,Guntur,Locomotor Disability,'6-15',848,602,,1450
Andhra Pradesh,Guntur,Locomotor Disability,'60-80',8643,3511,,12154
Andhra Pradesh,Guntur,Locomotor Disability,'80+',658,237,,895
Andhra Pradesh,Guntur,Low Vision,'15-35',54,47,,101
Andhra Pradesh,Guntur,Low Vision,'35-60',224,126,,350
Andhra Pradesh,Guntur,Low Vision,'6-15',19,10,,29
Andhra Pradesh,Guntur,Low Vision,'60-80',129,55,,184
Andhra Pradesh,Guntur,Low Vision,'80+',6,1,,7
Andhra Pradesh,Guntur,Mental Illness,'0-6',1,1,,2
Andhra Pradesh,Guntur,Mental Illness,'15-35',219,181,,400
Andhra Pradesh,Guntur,Mental Illness,'35-60',972,565,,1537
Andhra Pradesh,Guntur,Leprosy cured,'15-35',1,,,1
Andhra Pradesh,Guntur,Intellectual Disability,'80+',6,3,,9
Andhra Pradesh,Guntur,Hearing Impairment,'15-35',1684,1334,,3018
Andhra Pradesh,Guntur,Hearing Impairment,'35-60',3102,2179,,5281
Andhra Pradesh,Guntur,Hearing Impairment,'6-15',344,285,,629
Andhra Pradesh,Guntur,Hearing Impairment,'60-80',919,478,,1397
Andhra Pradesh,Guntur,Hearing Impairment,'80+',70,22,,92
Andhra Pradesh,Guntur,Hemophilia,'0-6',1,,,1
Andhra Pradesh,Guntur,Hemophilia,'15-35',6,,,6
Andhra Pradesh,Guntur,Hemophilia,'35-60',5,,,5
Andhra Pradesh,Guntur,Hemophilia,'6-15',5,,,5
Andhra Pradesh,Guntur,Hemophilia,'60-80',,,,
Andhra Pradesh,Guntur,Intellectual Disability,'0-6',37,22,,59
Andhra Pradesh,Guntur,Intellectual Disability,'15-35',2773,2021,,4794
Andhra Pradesh,Guntur,Intellectual Disability,'35-60',1196,1002,,2198
Andhra Pradesh,Guntur,Intellectual Disability,'6-15',951,657,,1608
Andhra Pradesh,Guntur,Intellectual Disability,'60-80',79,52,,131
Andhra Pradesh,Guntur,Mental Illness,'6-15',15,10,,25
Andhra Pradesh,Kakinada,Multiple Disabilities,'80+',,,,
Andhra Pradesh,Kurnool,Autism Spectrum Disorder,'0-6',,,,
Andhra Pradesh,Kurnool,Chronic Neurological Conditions,'35-60',2,,,2
Andhra Pradesh,Kurnool,Chronic Neurological Conditions,'6-15',,,,
Andhra Pradesh,Kurnool,Chronic Neurological Conditions,'60-80',1,,,1
Andhra Pradesh,Kurnool,Dwarfism,'15-35',1,,,1
Andhra Pradesh,Kurnool,Dwarfism,'35-60',1,,,1
Andhra Pradesh,Kurnool,Hearing Impairment,'0-6',17,20,,37
Andhra Pradesh,Kurnool,Hearing Impairment,'15-35',1513,1107,,2620
Andhra Pradesh,Kurnool,Hearing Impairment,'35-60',1960,1326,,3286
Andhra Pradesh,Kurnool,Hearing Impairment,'6-15',393,351,,744
Andhra Pradesh,Kurnool,Hearing Impairment,'60-80',846,410,,1256
Andhra Pradesh,Kurnool,Hearing Impairment,'80+',93,51,,144
Andhra Pradesh,Kurnool,Hemophilia,'15-35',2,,,2
Andhra Pradesh,Kurnool,Hemophilia,'35-60',,,,
Andhra Pradesh,Kurnool,Hemophilia,'60-80',,,,
Andhra Pradesh,Kurnool,Intellectual Disability,'0-6',53,46,,99
Andhra Pradesh,Kurnool,Chronic Neurological Conditions,'15-35',,,,
Andhra Pradesh,Kurnool,Cerebral Palsy,'80+',,,,
Andhra Pradesh,Kurnool,Autism Spectrum Disorder,'15-35',,,,
Andhra Pradesh,Kurnool,Autism Spectrum Disorder,'35-60',1,,,1
Andhra Pradesh,Kurnool,Autism Spectrum Disorder,'6-15',,,,
Andhra Pradesh,Kurnool,Autism Spectrum Disorder,'80+',,,,
Andhra Pradesh,Kurnool,Blindness,'0-6',16,6,,22
Andhra Pradesh,Kurnool,Blindness,'15-35',1212,747,,1959
Andhra Pradesh,Kurnool,Blindness,'35-60',2856,1397,,4253
Andhra Pradesh,Kurnool,Blindness,'6-15',166,152,,318
Andhra Pradesh,Kurnool,Blindness,'60-80',1497,698,,2195
Andhra Pradesh,Kurnool,Blindness,'80+',193,116,,309
Andhra Pradesh,Kurnool,Cerebral Palsy,'0-6',,1,,1
Andhra Pradesh,Kurnool,Cerebral Palsy,'15-35',4,2,,6
Andhra Pradesh,Kurnool,Cerebral Palsy,'35-60',11,4,,15
Andhra Pradesh,Kurnool,Cerebral Palsy,'6-15',2,3,,5
Andhra Pradesh,Kurnool,Cerebral Palsy,'60-80',2,,,2
Andhra Pradesh,Kurnool,Intellectual Disability,'15-35',2510,1952,,4462
Andhra Pradesh,Kurnool,Intellectual Disability,'35-60',856,676,,1532
Andhra Pradesh,Kurnool,Intellectual Disability,'6-15',1195,867,,2062
Andhra Pradesh,Kurnool,Mental Illness,'35-60',699,434,,1133
Andhra Pradesh,Kurnool,Mental Illness,'6-15',9,10,,19
Andhra Pradesh,Kurnool,Mental Illness,'60-80',65,42,,107
Andhra Pradesh,Kurnool,Mental Illness,'80+',2,,,2
Andhra Pradesh,Kurnool,Multiple Disabilities,'0-6',,,,
Andhra Pradesh,Kurnool,Multiple Disabilities,'15-35',61,49,,110
Andhra Pradesh,Kurnool,Multiple Disabilities,'35-60',73,48,,121
Andhra Pradesh,Kurnool,Multiple Disabilities,'6-15',7,5,,12
Andhra Pradesh,Kurnool,Multiple Disabilities,'60-80',29,16,,45
Andhra Pradesh,Kurnool,Multiple Disabilities,'80+',2,,,2
Andhra Pradesh,Kurnool,Multiple Sclerosis,'15-35',1,,,1
Andhra Pradesh,Kurnool,Multiple Sclerosis,'35-60',1,,,1
Andhra Pradesh,Kurnool,Muscular Dystrophy,'15-35',2,,,2
Andhra Pradesh,Kurnool,Muscular Dystrophy,'35-60',1,2,,3
Andhra Pradesh,Kurnool,Muscular Dystrophy,'6-15',,,,
Andhra Pradesh,Kurnool,Mental Illness,'15-35',233,166,,399
Andhra Pradesh,Kurnool,Mental Illness,'0-6',,,,
Andhra Pradesh,Kurnool,Intellectual Disability,'60-80',78,44,,122
Andhra Pradesh,Kurnool,Intellectual Disability,'80+',4,3,,7
Andhra Pradesh,Kurnool,Leprosy cured,'15-35',,,,
Andhra Pradesh,Kurnool,Locomotor Disability,'0-6',132,75,,207
Andhra Pradesh,Kurnool,Locomotor Disability,'15-35',5866,3662,,9528
Andhra Pradesh,Kurnool,Locomotor Disability,'35-60',17663,7388,,25051
Andhra Pradesh,Kurnool,Locomotor Disability,'6-15',1421,699,,2120
Andhra Pradesh,Kurnool,Locomotor Disability,'60-80',6075,2345,,8420
Andhra Pradesh,Kurnool,Locomotor Disability,'80+',446,330,,776
Andhra Pradesh,Kurnool,Low Vision,'0-6',,,,
Andhra Pradesh,Kurnool,Low Vision,'15-35',144,73,,217
Andhra Pradesh,Kurnool,Low Vision,'35-60',236,156,,392
Andhra Pradesh,Kurnool,Low Vision,'6-15',24,35,,59
Andhra Pradesh,Kurnool,Low Vision,'60-80',81,39,,120
Andhra Pradesh,Kurnool,Low Vision,'80+',12,2,,14
Andhra Pradesh,Kurnool,Muscular Dystrophy,'60-80',1,,,1
Andhra Pradesh,Kakinada,Muscular Dystrophy,'0-6',,,,
Andhra Pradesh,Krishna,Cerebral Palsy,'60-80',,,,
Andhra Pradesh,Krishna,Chronic Neurological Conditions,'35-60',,,,
Andhra Pradesh,Krishna,Chronic Neurological Conditions,'60-80',,,,
Andhra Pradesh,Krishna,Dwarfism,'15-35',1,,,1
